paper_id,title,abstract,categories,text,label_list
704.1744,Blazar surveys with WMAP and Swift,"  We present the preliminary results from two new surveys of blazars that have direct implications on the GLAST detection of extragalactic sources from two different perspectives: microwave selection and a combined deep X-ray/radio selection. The first one is a 41 GHz flux-limited sample extracted from the WMAP 3-yr catalog of microwave point sources. This is a statistically well defined sample of about 200 blazars and radio galaxies, most of which are expected to be detected by GLAST. The second one is a new deep survey of Blazars selected among the radio sources that are spatially coincident with serendipitous sources detected in deep X-ray images (0.3-10 keV) centered on the Gamma Ray Bursts (GRB) discovered by the Swift satellite. This sample is particularly interesting from a statistical viewpoint since a) it is unbiased as GRBs explode at random positions in the sky, b) it is very deep in the X-ray band (\fx \simgt $10^{-15}$ \ergs) with a position accuracy of a few arc-seconds, c) it will cover a fairly large (20-30 square deg.) area of sky, d) it includes all blazars with radio flux (1.4 GHz) larger than 10 mJy, making it approximately two orders of magnitude deeper than the WMAP sample and about one order of magnitude deeper than the deepest existing complete samples of radio selected blazars, and e) it can be used to estimate the amount of unresolved GLAST high latitude gamma-ray background and its anisotropy spectrum. ",astro-ph,"Blazar surveys with WMAP and Swift.   We present the preliminary results from two new surveys of blazars that have direct implications on the GLAST detection of extragalactic sources from two different perspectives: microwave selection and a combined deep X-ray/radio selection. The first one is a 41 GHz flux-limited sample extracted from the WMAP 3-yr catalog of microwave point sources. This is a statistically well defined sample of about 200 blazars and radio galaxies, most of which are expected to be detected by GLAST. The second one is a new deep survey of Blazars selected among the radio sources that are spatially coincident with serendipitous sources detected in deep X-ray images (0.3-10 keV) centered on the Gamma Ray Bursts (GRB) discovered by the Swift satellite. This sample is particularly interesting from a statistical viewpoint since a) it is unbiased as GRBs explode at random positions in the sky, b) it is very deep in the X-ray band (\fx \simgt $10^{-15}$ \ergs) with a position accuracy of a few arc-seconds, c) it will cover a fairly large (20-30 square deg.) area of sky, d) it includes all blazars with radio flux (1.4 GHz) larger than 10 mJy, making it approximately two orders of magnitude deeper than the WMAP sample and about one order of magnitude deeper than the deepest existing complete samples of radio selected blazars, and e) it can be used to estimate the amount of unresolved GLAST high latitude gamma-ray background and its anisotropy spectrum.",['astro-ph']
704.1781,$^{10}$Li spectrum from $^{11}$Li fragmentation,"  A recently developed time dependent model for the excitation of a nucleon from a bound state to a continuum resonant state in the system n+core is applied to the study of the population of the low energy continuum of the unbound $^{10}$Li system obtained from $^{11}$Li fragmentation. Comparison of the model results to new data from the GSI laboratory suggests that the reaction mechanism is dominated by final state effects rather than by the sudden process, but for the population of the l=0 virtual state, in which case the two mechanisms give almost identical results. There is also, for the first time, a clear evidence for the population of a d$_{5/2}$ resonance in $^{10}$Li. ",nucl-th nucl-ex,"$^{10}$Li spectrum from $^{11}$Li fragmentation.   A recently developed time dependent model for the excitation of a nucleon from a bound state to a continuum resonant state in the system n+core is applied to the study of the population of the low energy continuum of the unbound $^{10}$Li system obtained from $^{11}$Li fragmentation. Comparison of the model results to new data from the GSI laboratory suggests that the reaction mechanism is dominated by final state effects rather than by the sudden process, but for the population of the l=0 virtual state, in which case the two mechanisms give almost identical results. There is also, for the first time, a clear evidence for the population of a d$_{5/2}$ resonance in $^{10}$Li.",['nucl-th']
704.0642,Direct photons and dileptons via color dipoles,"  Drell-Yan dilepton pair production and inclusive direct photon production can be described within a unified framework in the color dipole approach. The inclusion of non-perturbative primordial transverse momenta and DGLAP evolution is studied. We successfully describe data for dilepton spectra from 800-GeV pp collisions, inclusive direct photon spectra for pp collisions at RHIC energies $\sqrt{s}=200$ GeV, and for $p\bar{p}$ collisions at Tevatron energies $\sqrt{s}=1.8$ TeV, in a formalism that is free from any extra parameters. ",hep-ph nucl-th,"Direct photons and dileptons via color dipoles.   Drell-Yan dilepton pair production and inclusive direct photon production can be described within a unified framework in the color dipole approach. The inclusion of non-perturbative primordial transverse momenta and DGLAP evolution is studied. We successfully describe data for dilepton spectra from 800-GeV pp collisions, inclusive direct photon spectra for pp collisions at RHIC energies $\sqrt{s}=200$ GeV, and for $p\bar{p}$ collisions at Tevatron energies $\sqrt{s}=1.8$ TeV, in a formalism that is free from any extra parameters.","['hep-ph', 'nucl-th']"
704.1623,Nanodevices and Maxwell's Demon,"  In the last twenty years there has been significant progress in our understanding of quantum transport far from equilibrium and a conceptual framework has emerged through a combination of the Landauer approach with the non-equilibrium Green function (NEGF) method, which is now being widely used in the analysis and design of nanoscale devices. It provides a unified description for all kinds of devices from molecular conductors to carbon nanotubes to silicon transistors covering different transport regimes from the ballistic to the diffusive limit. In this talk I use a simple version of this model to analyze a specially designed device that could be called an electronic Maxwell's demon, one that lets electrons go preferentially in one direction over another. My objective is to illustrate the fundamental role of contacts and demons in transport and energy conversion. The discussion is kept at an academic level steering clear of real world details, but the illustrative devices we use are very much within the capabilities of present-day technology. For example, recent experiments on thermoelectric effects in molecular conductors agree well with the predictions from our model. The Maxwell's demon device itself is very similar to the pentalayer spin-torque device which has been studied by a number of groups though we are not aware of any discussion of the possibility of using the device as a nanoscale heat engine or as a refrigerator as proposed here. However, my objective is not to evaluate possible practical applications. Rather it is to introduce a simple transparent model showing how out-of-equibrium demons suitably incorporated into nanodevices can achieve energy conversion. ",cond-mat.mes-hall,"Nanodevices and Maxwell's Demon.   In the last twenty years there has been significant progress in our understanding of quantum transport far from equilibrium and a conceptual framework has emerged through a combination of the Landauer approach with the non-equilibrium Green function (NEGF) method, which is now being widely used in the analysis and design of nanoscale devices. It provides a unified description for all kinds of devices from molecular conductors to carbon nanotubes to silicon transistors covering different transport regimes from the ballistic to the diffusive limit. In this talk I use a simple version of this model to analyze a specially designed device that could be called an electronic Maxwell's demon, one that lets electrons go preferentially in one direction over another. My objective is to illustrate the fundamental role of contacts and demons in transport and energy conversion. The discussion is kept at an academic level steering clear of real world details, but the illustrative devices we use are very much within the capabilities of present-day technology. For example, recent experiments on thermoelectric effects in molecular conductors agree well with the predictions from our model. The Maxwell's demon device itself is very similar to the pentalayer spin-torque device which has been studied by a number of groups though we are not aware of any discussion of the possibility of using the device as a nanoscale heat engine or as a refrigerator as proposed here. However, my objective is not to evaluate possible practical applications. Rather it is to introduce a simple transparent model showing how out-of-equibrium demons suitably incorporated into nanodevices can achieve energy conversion.",['cond-mat.mes-hall']
704.0963,Nova Geminorum 1912 and the Origin of the Idea of Gravitational Lensing,"  Einstein's early calculations of gravitational lensing, contained in a scratch notebook and dated to the spring of 1912, are reexamined. A hitherto unknown letter by Einstein suggests that he entertained the idea of explaining the phenomenon of new stars by gravitational lensing in the fall of 1915 much more seriously than was previously assumed. A reexamination of the relevant calculations by Einstein shows that, indeed, at least some of them most likely date from early October 1915. But in support of earlier historical interpretation of Einstein's notes, it is argued that the appearance of Nova Geminorum 1912 (DN Gem) in March 1912 may, in fact, provide a relevant context and motivation for Einstein's lensing calculations on the occasion of his first meeting with Erwin Freundlich during a visit in Berlin in April 1912. We also comment on the significance of Einstein's consideration of gravitational lensing in the fall of 1915 for the reconstruction of Einstein's final steps in his path towards general relativity. ",physics.hist-ph astro-ph,"Nova Geminorum 1912 and the Origin of the Idea of Gravitational Lensing.   Einstein's early calculations of gravitational lensing, contained in a scratch notebook and dated to the spring of 1912, are reexamined. A hitherto unknown letter by Einstein suggests that he entertained the idea of explaining the phenomenon of new stars by gravitational lensing in the fall of 1915 much more seriously than was previously assumed. A reexamination of the relevant calculations by Einstein shows that, indeed, at least some of them most likely date from early October 1915. But in support of earlier historical interpretation of Einstein's notes, it is argued that the appearance of Nova Geminorum 1912 (DN Gem) in March 1912 may, in fact, provide a relevant context and motivation for Einstein's lensing calculations on the occasion of his first meeting with Erwin Freundlich during a visit in Berlin in April 1912. We also comment on the significance of Einstein's consideration of gravitational lensing in the fall of 1915 for the reconstruction of Einstein's final steps in his path towards general relativity.",['astro-ph']
704.1812,The LuckyCam Survey for Very Low Mass Binaries II: 13 new M4.5-M6.0   Binaries,"  We present results from a high-angular-resolution survey of 78 very low mass (VLM) binary systems with 6.0 <= V-K colour <= 7.5 and proper motion >= 0.15 arcsec/yr. 21 VLM binaries were detected, 13 of them new discoveries. The new binary systems range in separation between 0.18 arcsec and 1.3 arcsec. The distance-corrected binary fraction is 13.5% (+6.5%/-4%), in agreement with previous results. 9 of the new binary systems have orbital radii > 10 AU, including a new wide VLM binary with 27 AU projected orbital separation. One of the new systems forms two components of a 2300 AU separation triple system. We find that the orbital radius distribution of the binaries with V-K < 6.5 in this survey appears to be different from that of redder (lower-mass) objects, suggesting a possible rapid change in the orbital radius distribution at around the M5 spectral type. The target sample was also selected to investigate X-ray activity among VLM binaries. There is no detectable correlation between excess X-Ray emission and the frequency and binary properties of the VLM systems. ",astro-ph,"The LuckyCam Survey for Very Low Mass Binaries II: 13 new M4.5-M6.0   Binaries.   We present results from a high-angular-resolution survey of 78 very low mass (VLM) binary systems with 6.0 <= V-K colour <= 7.5 and proper motion >= 0.15 arcsec/yr. 21 VLM binaries were detected, 13 of them new discoveries. The new binary systems range in separation between 0.18 arcsec and 1.3 arcsec. The distance-corrected binary fraction is 13.5% (+6.5%/-4%), in agreement with previous results. 9 of the new binary systems have orbital radii > 10 AU, including a new wide VLM binary with 27 AU projected orbital separation. One of the new systems forms two components of a 2300 AU separation triple system. We find that the orbital radius distribution of the binaries with V-K < 6.5 in this survey appears to be different from that of redder (lower-mass) objects, suggesting a possible rapid change in the orbital radius distribution at around the M5 spectral type. The target sample was also selected to investigate X-ray activity among VLM binaries. There is no detectable correlation between excess X-Ray emission and the frequency and binary properties of the VLM systems.",['astro-ph']
704.0462,Extended solar emission - an analysis of the EGRET data,"  The Sun was recently predicted to be an extended source of gamma-ray emission, produced by inverse-Compton scattering of cosmic-ray electrons with the solar radiation. The emission was predicted to contribute to the diffuse extragalactic background even at large angular distances from the Sun. While this emission is expected to be readily detectable in future by GLAST, the situation for available EGRET data is more challenging. We present a detailed study of the EGRET database, using a time dependent analysis, accounting for the effect of the emission from 3C 279, the moon, and other sources, which interfere with the solar signal. The technique has been tested on the moon signal, with results consistent with previous work. We find clear evidence for emission from the Sun and its vicinity. The observations are compared with our model for the extended emission. ",astro-ph,"Extended solar emission - an analysis of the EGRET data.   The Sun was recently predicted to be an extended source of gamma-ray emission, produced by inverse-Compton scattering of cosmic-ray electrons with the solar radiation. The emission was predicted to contribute to the diffuse extragalactic background even at large angular distances from the Sun. While this emission is expected to be readily detectable in future by GLAST, the situation for available EGRET data is more challenging. We present a detailed study of the EGRET database, using a time dependent analysis, accounting for the effect of the emission from 3C 279, the moon, and other sources, which interfere with the solar signal. The technique has been tested on the moon signal, with results consistent with previous work. We find clear evidence for emission from the Sun and its vicinity. The observations are compared with our model for the extended emission.",['astro-ph']
704.0943,Search for gravitational-wave bursts in LIGO data from the fourth   science run,"  The fourth science run of the LIGO and GEO 600 gravitational-wave detectors, carried out in early 2005, collected data with significantly lower noise than previous science runs. We report on a search for short-duration gravitational-wave bursts with arbitrary waveform in the 64-1600 Hz frequency range appearing in all three LIGO interferometers. Signal consistency tests, data quality cuts, and auxiliary-channel vetoes are applied to reduce the rate of spurious triggers. No gravitational-wave signals are detected in 15.5 days of live observation time; we set a frequentist upper limit of 0.15 per day (at 90% confidence level) on the rate of bursts with large enough amplitudes to be detected reliably. The amplitude sensitivity of the search, characterized using Monte Carlo simulations, is several times better than that of previous searches. We also provide rough estimates of the distances at which representative supernova and binary black hole merger signals could be detected with 50% efficiency by this analysis. ",gr-qc,"Search for gravitational-wave bursts in LIGO data from the fourth   science run.   The fourth science run of the LIGO and GEO 600 gravitational-wave detectors, carried out in early 2005, collected data with significantly lower noise than previous science runs. We report on a search for short-duration gravitational-wave bursts with arbitrary waveform in the 64-1600 Hz frequency range appearing in all three LIGO interferometers. Signal consistency tests, data quality cuts, and auxiliary-channel vetoes are applied to reduce the rate of spurious triggers. No gravitational-wave signals are detected in 15.5 days of live observation time; we set a frequentist upper limit of 0.15 per day (at 90% confidence level) on the rate of bursts with large enough amplitudes to be detected reliably. The amplitude sensitivity of the search, characterized using Monte Carlo simulations, is several times better than that of previous searches. We also provide rough estimates of the distances at which representative supernova and binary black hole merger signals could be detected with 50% efficiency by this analysis.",['gr-qc']
704.104,Recent Results on Thermal Casimir Force between Dielectrics and Related   Problems,"  We review recent results obtained in the physics of the thermal Casimir force acting between two dielectrics, dielectric and metal, and between metal and semiconductor. The detailed derivation for the low-temperature behavior of the Casimir free energy, pressure and entropy in the configuration of two real dielectric plates is presented. For dielectrics with finite static dielectric permittivity it is shown that the Nernst heat theorem is satisfied. Hence, the Lifshitz theory of the van der Waals and Casimir forces is demonstrated to be consistent with thermodynamics. The nonzero dc conductivity of dielectric plates is proved to lead to a violation of the Nernst heat theorem and, thus, is not related to the phenomenon of dispersion forces. The low-temperature asymptotics of the Casimir free energy, pressure and entropy are derived also in the configuration of one metal and one dielectric plate. The results are shown to be consistent with thermodynamics if the dielectric plate possesses a finite static dielectric permittivity. If the dc conductivity of a dielectric plate is taken into account this results in the violation of the Nernst heat theorem. We discuss both the experimental and theoretical results related to the Casimir interaction between metal and semiconductor with different charge carrier density. Discussions in the literature on the possible influence of spatial dispersion on the thermal Casimir force are analyzed. In conclusion, the conventional Lifshitz theory taking into account only the frequency dispersion remains the reliable foundation for the interpretation of all present experiments. ",quant-ph cond-mat.stat-mech hep-th,"Recent Results on Thermal Casimir Force between Dielectrics and Related   Problems.   We review recent results obtained in the physics of the thermal Casimir force acting between two dielectrics, dielectric and metal, and between metal and semiconductor. The detailed derivation for the low-temperature behavior of the Casimir free energy, pressure and entropy in the configuration of two real dielectric plates is presented. For dielectrics with finite static dielectric permittivity it is shown that the Nernst heat theorem is satisfied. Hence, the Lifshitz theory of the van der Waals and Casimir forces is demonstrated to be consistent with thermodynamics. The nonzero dc conductivity of dielectric plates is proved to lead to a violation of the Nernst heat theorem and, thus, is not related to the phenomenon of dispersion forces. The low-temperature asymptotics of the Casimir free energy, pressure and entropy are derived also in the configuration of one metal and one dielectric plate. The results are shown to be consistent with thermodynamics if the dielectric plate possesses a finite static dielectric permittivity. If the dc conductivity of a dielectric plate is taken into account this results in the violation of the Nernst heat theorem. We discuss both the experimental and theoretical results related to the Casimir interaction between metal and semiconductor with different charge carrier density. Discussions in the literature on the possible influence of spatial dispersion on the thermal Casimir force are analyzed. In conclusion, the conventional Lifshitz theory taking into account only the frequency dispersion remains the reliable foundation for the interpretation of all present experiments.","['quant-ph', 'cond-mat.stat-mech', 'hep-th']"
704.1395,Higgs and Z' Phenomenology in B-L extension of the Standard Model at LHC,"  The phenomenology of the low scale U(1)_{B-L} extension of the standard model and its implications at LHC is presented. In this model, an extra gauge boson corresponding to B-L gauge symmetry and an extra SM singlet scalar (heavy Higgs) are predicted. We show a detailed analysis of both heavy and light Higgses decay and production in addition to the possible decay channels of the new gauge boson. We find that the cross sections of the SM-like Higgs production are reduced by ~ 20%-30%, while its decay branching ratios remain intact. The extra Higgs has relatively small cross sections and the branching ratios of Z'-> l^+ l^- are of order ~20% compared to ~ 3% of the SM resuls. Hence, the search for Z' is accessible via a clean dilepton signal at LHC. ",hep-ph,"Higgs and Z' Phenomenology in B-L extension of the Standard Model at LHC.   The phenomenology of the low scale U(1)_{B-L} extension of the standard model and its implications at LHC is presented. In this model, an extra gauge boson corresponding to B-L gauge symmetry and an extra SM singlet scalar (heavy Higgs) are predicted. We show a detailed analysis of both heavy and light Higgses decay and production in addition to the possible decay channels of the new gauge boson. We find that the cross sections of the SM-like Higgs production are reduced by ~ 20%-30%, while its decay branching ratios remain intact. The extra Higgs has relatively small cross sections and the branching ratios of Z'-> l^+ l^- are of order ~20% compared to ~ 3% of the SM resuls. Hence, the search for Z' is accessible via a clean dilepton signal at LHC.",['hep-ph']
704.0915,Millimeter-Thick Single-Walled Carbon Nanotube Forests: Hidden Role of   Catalyst Support,"  A parametric study of so-called ""super growth"" of single-walled carbon nanotubes(SWNTs) was done by using combinatorial libraries of iron/aluminum oxide catalysts. Millimeter-thick forests of nanotubes grew within 10 min, and those grown by using catalysts with a thin Fe layer (about 0.5 nm) were SWNTs. Although nanotube forests grew under a wide range of reaction conditions such as gas composition and temperature, the window for SWNT was narrow. Fe catalysts rapidly grew nanotubes only when supported on aluminum oxide. Aluminum oxide, which is a well-known catalyst in hydrocarbon reforming, plays an essential role in enhancing the nanotube growth rates. ",cond-mat.mtrl-sci,"Millimeter-Thick Single-Walled Carbon Nanotube Forests: Hidden Role of   Catalyst Support.   A parametric study of so-called ""super growth"" of single-walled carbon nanotubes(SWNTs) was done by using combinatorial libraries of iron/aluminum oxide catalysts. Millimeter-thick forests of nanotubes grew within 10 min, and those grown by using catalysts with a thin Fe layer (about 0.5 nm) were SWNTs. Although nanotube forests grew under a wide range of reaction conditions such as gas composition and temperature, the window for SWNT was narrow. Fe catalysts rapidly grew nanotubes only when supported on aluminum oxide. Aluminum oxide, which is a well-known catalyst in hydrocarbon reforming, plays an essential role in enhancing the nanotube growth rates.",['cond-mat.mtrl-sci']
704.0921,Z^0 \to 2\gamma and the Twisted Coproduct of the Poincar\'{e} Group,"  Yang's theorem forbids the process $Z^0 \to 2\gamma$ in any Poincar\'{e} invariant theory if photons are bosons and their two-particle states transform under the Poincar\'{e} group in the standard way (under the standard coproduct of the Poincar\'{e} group). This is an important result as it does not depend on the assumptions of quantum field theory. Recent work on noncommutative geometry requires deforming the above coproduct by the Drinfel'd twist. We prove that $Z^0 \to 2\gamma$ is forbidden for the twisted coproduct as well. This result is also independent of the assumptions of quantum field theory. As an illustration of the use of our general formulae, we further show that $Z^0 \to \nu + \nu$ is forbidden for the standard or twisted coproduct of the Poincar\'{e} group if the neutrino is massless, even if lepton number is not conserved. This is a special case of our general result that a massive particle of spin $j$ cannot decay into two identical massless particles of the same helicity if $j$ is odd, regardless of the coproduct used. ",hep-th gr-qc hep-ph math-ph math.MP math.QA,"Z^0 \to 2\gamma and the Twisted Coproduct of the Poincar\'{e} Group.   Yang's theorem forbids the process $Z^0 \to 2\gamma$ in any Poincar\'{e} invariant theory if photons are bosons and their two-particle states transform under the Poincar\'{e} group in the standard way (under the standard coproduct of the Poincar\'{e} group). This is an important result as it does not depend on the assumptions of quantum field theory. Recent work on noncommutative geometry requires deforming the above coproduct by the Drinfel'd twist. We prove that $Z^0 \to 2\gamma$ is forbidden for the twisted coproduct as well. This result is also independent of the assumptions of quantum field theory. As an illustration of the use of our general formulae, we further show that $Z^0 \to \nu + \nu$ is forbidden for the standard or twisted coproduct of the Poincar\'{e} group if the neutrino is massless, even if lepton number is not conserved. This is a special case of our general result that a massive particle of spin $j$ cannot decay into two identical massless particles of the same helicity if $j$ is odd, regardless of the coproduct used.","['hep-th', 'gr-qc', 'hep-ph', 'math-ph', 'math.MP']"
704.1937,Light quark masses from unquenched lattice QCD,"  We calculate the light meson spectrum and the light quark masses by lattice QCD simulation, treating all light quarks dynamically and employing the Iwasaki gluon action and the nonperturbatively O(a)-improved Wilson quark action. The calculations are made at the squared lattice spacings at an equal distance a^2~0.005, 0.01 and 0.015 fm^2, and the continuum limit is taken assuming an O(a^2) discretization error. The light meson spectrum is consistent with experiment. The up, down and strange quark masses in the \bar{MS} scheme at 2 GeV are \bar{m}=(m_{u}+m_{d})/2=3.55^{+0.65}_{-0.28} MeV and m_s=90.1^{+17.2}_{-6.1} MeV where the error includes statistical and all systematic errors added in quadrature. These values contain the previous estimates obtained with the dynamical u and d quarks within the error. ",hep-lat hep-ex hep-ph,"Light quark masses from unquenched lattice QCD.   We calculate the light meson spectrum and the light quark masses by lattice QCD simulation, treating all light quarks dynamically and employing the Iwasaki gluon action and the nonperturbatively O(a)-improved Wilson quark action. The calculations are made at the squared lattice spacings at an equal distance a^2~0.005, 0.01 and 0.015 fm^2, and the continuum limit is taken assuming an O(a^2) discretization error. The light meson spectrum is consistent with experiment. The up, down and strange quark masses in the \bar{MS} scheme at 2 GeV are \bar{m}=(m_{u}+m_{d})/2=3.55^{+0.65}_{-0.28} MeV and m_s=90.1^{+17.2}_{-6.1} MeV where the error includes statistical and all systematic errors added in quadrature. These values contain the previous estimates obtained with the dynamical u and d quarks within the error.",['hep-ph']
704.1828,Gauge invariance in gravity-like descriptions of massive gauge field   theories,"  We discuss gravity-like formulations of massive Abelian and non-Abelian gauge field theories in four space-time dimensions with particular emphasis on the issue of gauge invariance. Alternative descriptions in terms of antisymmetric tensor fields and geometric variables, respectively, are analysed. In both approaches St\""uckelberg degrees of freedom factor out. We also demonstrate, in the Abelian case, that the massless limit for the gauge propagator, which does not exist in the vector potential formulation, is well-defined for the antisymmetric tensor fields. ",hep-th,"Gauge invariance in gravity-like descriptions of massive gauge field   theories.   We discuss gravity-like formulations of massive Abelian and non-Abelian gauge field theories in four space-time dimensions with particular emphasis on the issue of gauge invariance. Alternative descriptions in terms of antisymmetric tensor fields and geometric variables, respectively, are analysed. In both approaches St\""uckelberg degrees of freedom factor out. We also demonstrate, in the Abelian case, that the massless limit for the gauge propagator, which does not exist in the vector potential formulation, is well-defined for the antisymmetric tensor fields.",['hep-th']
704.1151,Old Main-Sequence Turnoff Photometry in the Small Magellanic Cloud. I.   Constraints on the Star Formation History in Different Fields,"  We present ground-based B and R-band color-magnitude diagrams (CMDs), reaching the oldest main-sequence turnoffs with good photometric accuracy for twelve fields in the Small Magellanic Cloud (SMC). Our fields, located between ~1 and ~4 degrees from the center of the galaxy, are situated in different parts of the SMC such as the ""Wing'' area, and towards the West and South. In this paper we perform a first analysis of the stellar content in our SMC fields through comparison with theoretical isochrones and color functions (CFs). We find that the underlying spheroidally distributed population is composed of both intermediate-age and old stars and that its age composition does not show strong galacto-centric gradients. The three fields situated toward the east, in the Wing region, show very active current star formation. However, only in the eastern field closest to the center do we find an enhancement of recent star formation with respect to a constant SFR(t). The fields corresponding to the western side of the SMC present a much less populated young MS, and the CF analysis indicates that the SFR(t) greatly diminished around 2 Gyr ago in these parts. Field smc0057, the closest to the center of the galaxy and located in the southern part, shows recent star formation, while the rest of the southern fields present few bright MS stars. The structure of the red clump in all the CMDs is consistent with the large amount of intermediate-age stars inferred from the CMDs and color functions. None of the SMC fields presented here are dominated by old stellar populations, a fact that is in agreement with the lack of a conspicuous horizontal branch in all these SMC CMDs. This could indicate that a disk population is ruling over a possible old halo in all the observed fields. ",astro-ph,"Old Main-Sequence Turnoff Photometry in the Small Magellanic Cloud. I.   Constraints on the Star Formation History in Different Fields.   We present ground-based B and R-band color-magnitude diagrams (CMDs), reaching the oldest main-sequence turnoffs with good photometric accuracy for twelve fields in the Small Magellanic Cloud (SMC). Our fields, located between ~1 and ~4 degrees from the center of the galaxy, are situated in different parts of the SMC such as the ""Wing'' area, and towards the West and South. In this paper we perform a first analysis of the stellar content in our SMC fields through comparison with theoretical isochrones and color functions (CFs). We find that the underlying spheroidally distributed population is composed of both intermediate-age and old stars and that its age composition does not show strong galacto-centric gradients. The three fields situated toward the east, in the Wing region, show very active current star formation. However, only in the eastern field closest to the center do we find an enhancement of recent star formation with respect to a constant SFR(t). The fields corresponding to the western side of the SMC present a much less populated young MS, and the CF analysis indicates that the SFR(t) greatly diminished around 2 Gyr ago in these parts. Field smc0057, the closest to the center of the galaxy and located in the southern part, shows recent star formation, while the rest of the southern fields present few bright MS stars. The structure of the red clump in all the CMDs is consistent with the large amount of intermediate-age stars inferred from the CMDs and color functions. None of the SMC fields presented here are dominated by old stellar populations, a fact that is in agreement with the lack of a conspicuous horizontal branch in all these SMC CMDs. This could indicate that a disk population is ruling over a possible old halo in all the observed fields.",['astro-ph']
704.0939,Does the Blazar Gamma-Ray Spectrum Harden with Increasing Flux? Analysis   of 9 Years of EGRET Data,"  The Energetic Gamma-Ray Experiment Telescope (EGRET) on the Compton Gamma-Ray Observatory (CGRO) discovered gamma-ray emission from more than 67 blazars during its 9 yr lifetime. We conducted an exhaustive search of the EGRET archives and selected all the blazars that were observed multiple times and were bright enough to enable a spectral analysis using standard power-law models. The sample consists of 18 flat-spectrum radio quasars(FSRQs), 6 low-frequency peaked BL Lac objects (LBLs) and 2 high-frequency peaked BL Lac objects (HBLs). We do not detect any clear pattern in the variation of spectral index with flux. Some of the blazars do not show any statistical evidence for spectral variability. The spectrum hardens with increasing flux in a few cases. There is also evidence for a flux-hardness anticorrelation at low fluxes in five blazars. The well-observed blazars (3C 279, 3C 273, PKS 0528+134, PKS 1622-297 PKS 0208-512) do not show any overall trend in the long-term spectral dependence on flux, but the sample shows a mixture of hard and soft states. We observed a previously unreported spectral hysteresis at weekly timescales in all three FSRQs for which data from flares lasting for ~(3-4) weeks were available. All three sources show a counterclockwise rotation, despite the widely different flux profiles. We analyze the observed spectral behavior in the context of various inverse Compton mechanisms believed to be responsible for emission in the EGRET energy range. Our analysis uses the EGRET skymaps that were regenerated to include the changes in performance during the mission. ",astro-ph,"Does the Blazar Gamma-Ray Spectrum Harden with Increasing Flux? Analysis   of 9 Years of EGRET Data.   The Energetic Gamma-Ray Experiment Telescope (EGRET) on the Compton Gamma-Ray Observatory (CGRO) discovered gamma-ray emission from more than 67 blazars during its 9 yr lifetime. We conducted an exhaustive search of the EGRET archives and selected all the blazars that were observed multiple times and were bright enough to enable a spectral analysis using standard power-law models. The sample consists of 18 flat-spectrum radio quasars(FSRQs), 6 low-frequency peaked BL Lac objects (LBLs) and 2 high-frequency peaked BL Lac objects (HBLs). We do not detect any clear pattern in the variation of spectral index with flux. Some of the blazars do not show any statistical evidence for spectral variability. The spectrum hardens with increasing flux in a few cases. There is also evidence for a flux-hardness anticorrelation at low fluxes in five blazars. The well-observed blazars (3C 279, 3C 273, PKS 0528+134, PKS 1622-297 PKS 0208-512) do not show any overall trend in the long-term spectral dependence on flux, but the sample shows a mixture of hard and soft states. We observed a previously unreported spectral hysteresis at weekly timescales in all three FSRQs for which data from flares lasting for ~(3-4) weeks were available. All three sources show a counterclockwise rotation, despite the widely different flux profiles. We analyze the observed spectral behavior in the context of various inverse Compton mechanisms believed to be responsible for emission in the EGRET energy range. Our analysis uses the EGRET skymaps that were regenerated to include the changes in performance during the mission.",['astro-ph']
704.1453,Structure factors of harmonic and anharmonic Fibonacci chains by   molecular dynamics simulations,"  The dynamics of quasicrystals is characterized by the existence of phason excitations in addition to the usual phonon modes. In order to investigate their interplay on an elementary level we resort to various one-dimensional model systems. The main observables are the static, the incoherent, and the coherent structure factor, which are extracted from molecular dynamics simulations. For the validation of the algorithms, results for the harmonic periodic chain are presented. We then study the Fibonacci chain with harmonic and anharmonic interaction potentials. In the dynamic Fibonacci chain neighboring atoms interact by double-well potentials allowing for phason flips. The difference between the structure factors of the dynamic and the harmonic Fibonacci chain lies in the temperature dependence of the phonon line width. If a bias is introduced in the well depth, dispersionless optic phonon bands split off. ",cond-mat.other,"Structure factors of harmonic and anharmonic Fibonacci chains by   molecular dynamics simulations.   The dynamics of quasicrystals is characterized by the existence of phason excitations in addition to the usual phonon modes. In order to investigate their interplay on an elementary level we resort to various one-dimensional model systems. The main observables are the static, the incoherent, and the coherent structure factor, which are extracted from molecular dynamics simulations. For the validation of the algorithms, results for the harmonic periodic chain are presented. We then study the Fibonacci chain with harmonic and anharmonic interaction potentials. In the dynamic Fibonacci chain neighboring atoms interact by double-well potentials allowing for phason flips. The difference between the structure factors of the dynamic and the harmonic Fibonacci chain lies in the temperature dependence of the phonon line width. If a bias is introduced in the well depth, dispersionless optic phonon bands split off.",['cond-mat.other']
